UF;Leitos;
BA;24;
GO;150;
ES;24;
GO;40;
SP;32;
MA;36;
AL;11;
RJ;24;
MG;37;
GO;16;
RJ;36;
RJ;6;
SP;38;
RS;188;
SP;59;
BA;171;
RJ;3;
MG;15;
GO;38;
SP;62;
RJ;75;
MG;20;
SC;90;
DF;720;
RS;236;
RN;30;
RJ;54;
AL;480;
RJ;48;
RJ;67;
BA;24;
RS;70;
RJ;15;
BA;23;
RS;30;
PB;36;
BA;12;
RJ;4;
MT;14;
ES;55;
SP;60;
RN;64;
SP;90;
SP;60;
GO;31;
GO;64;
GO;100;
MG;187;
RS;23;
RJ;22;
SP;138;
AP;185;
RJ;200;
RJ;61;
AL;62;
CE;40;
BA;13;
SC;10;
PR;16;
PB;400;
CE;66;
RJ;132;
RJ;4;
RS;12;
RJ;100;
ES;56;
SP;160;
GO;52;
SE;30;
SP;170;
SP;180;
DF;260;
SP;126;
RJ;823;
AM;30;
SP;50;
SP;46;
AP;58;
ES;152;
RJ;28;
AP;150;
RJ;42;
SP;10;
RJ;44;
SP;36;
AL;4;
RN;86;
RJ;45;
BA;19;
MG;25;
RJ;16;
RJ;20;
GO;4;
SP;58;
DF;436;
GO;100;
DF;382;
GO;46;
SP;125;
AM;22;
MG;31;
PR;54;
GO;12;
PR;246;
MG;14;
MA;10;
RJ;15;
CE;20;
GO;10;
GO;12;
GO;17;
ES;80;
RJ;20;
SC;113;
GO;124;
MG;113;
RS;190;
GO;61;
DF;101;
SC;978;
RJ;30;
GO;36;
ES;130;
GO;28;
PA;125;
AM;14;
RJ;83;
ES;8;
RS;220;
RS;168;
SP;136;
CE;6;
SC;242;
RJ;17;
RJ;16;
GO;16;
PE;82;
SC;6;
PE;90;
AM;2;
SP;8;
RO;33;
RR;60;
PE;18;
AM;32;
RJ;63;
SP;150;
BA;41;
GO;645;
SC;20;
RJ;50;
RN;776;
BA;300;
GO;149;
SP;60;
AM;60;
BA;26;
GO;7;
GO;32;
SP;40;
BA;53;
SC;294;
RS;718;
RS;128;
CE;68;
BA;144;
SP;64;
SP;30;
GO;11;
SP;210;
MG;36;
PR;27;
SC;6;
MG;66;
BA;22;
PI;50;
SP;486;
SP;26;
BA;70;
AL;9;
BA;81;
GO;16;
GO;30;
RJ;100;
GO;20;
RS;45;
PB;47;
RJ;60;
BA;242;
ES;80;
RJ;86;
RJ;35;
RS;66;
RS;20;
RJ;10;
RJ;103;
RO;68;
GO;44;
SC;110;
RJ;12;
PE;400;
SC;1028;
BA;180;
CE;54;
RJ;28;
SP;55;
PA;42;
RJ;3;
GO;53;
RN;80;
AL;32;
ES;82;
RJ;257;
BA;9;
MG;184;
PR;92;
RS;102;
CE;33;
RJ;29;
SC;31;
BA;18;
RO;30;
AM;4;
RJ;20;
SP;123;
MG;74;
SP;79;
RJ;60;
RJ;115;
RJ;150;
RJ;60;
SP;12;
GO;52;
PI;143;
RS;92;
SP;66;
MA;135;
SP;340;
GO;1040;
SP;204;
RJ;45;
SP;55;
SP;5;
ES;50;
CE;38;
SC;15;
AM;8;
SC;14;
RJ;12;
AM;6;
RS;4;
ES;5;
AL;104;
RS;70;
AM;32;
SC;1;
RJ;78;
MG;30;
SP;40;
RJ;16;
ES;10;
GO;8;
RS;16;
CE;27;
SC;10;
RJ;80;
SP;69;
GO;291;
RO;28;
RS;74;
SP;150;
SP;785;
SP;25;
CE;32;
SE;300;
SP;45;
SP;6;
SP;8;
CE;72;
GO;20;
AL;46;
SP;29;
MA;70;
GO;60;
RJ;54;
RJ;30;
SP;166;
RJ;180;
SC;24;
RS;224;
AL;30;
RJ;44;
TO;14;
SP;32;
RJ;90;
CE;24;
RN;45;
AL;70;
SP;356;
GO;144;
PA;65;
MS;40;
AM;20;
PB;40;
BA;87;
GO;8;
SP;90;
MG;20;
BA;160;
RR;30;
SC;80;
BA;56;
MG;11;
SP;83;
GO;25;
GO;70;
RS;24;
RJ;35;
SP;80;
SP;196;
SC;36;
SC;16;
CE;77;
RJ;24;
RS;10;
BA;24;
CE;7;
CE;43;
PA;3;
PA;14;
RN;100;
RN;482;
SP;2550;
SP;223;
RJ;10;
MS;10;
PA;82;
SP;25;
RS;135;
GO;32;
PE;36;
RO;60;
SC;34;
ES;38;
BA;36;
MA;43;
RS;150;
GO;19;
PE;50;
AL;34;
AL;28;
SP;72;
SP;14;
MA;33;
RS;94;
AL;50;
RS;72;
SC;34;
SP;288;
GO;47;
SP;150;
GO;22;
SP;36;
PE;8;
MG;64;
MG;12;
SP;30;
SC;88;
PA;120;
RJ;52;
RJ;47;
SC;210;
RJ;60;
RJ;159;
PI;18;
RJ;15;
RJ;78;
SC;6;
AL;19;
RN;48;
RS;200;
RJ;28;
SP;450;
SC;27;
PR;175;
MT;150;
BA;58;
RN;36;
PE;120;
SP;8;
GO;32;
MT;18;
PA;57;
RJ;64;
DF;180;
AM;36;
SP;16;
RJ;34;
RO;39;
RJ;80;
AL;33;
SP;108;
PA;10;
RS;52;
RS;30;
CE;30;
SP;119;
AL;8;
RJ;18;
PR;58;
CE;50;
RS;90;
CE;80;
RJ;40;
SC;11;
SP;14;
RJ;18;
SP;279;
SC;212;
RJ;25;
SP;434;
SP;164;
AM;66;
AM;424;
SP;80;
AM;18;
PR;250;
BA;54;
BA;16;
GO;48;
MG;52;
PB;22;
MG;45;
MT;157;
RJ;66;
MT;77;
SC;85;
MT;18;
SP;35;
CE;20;
SC;420;
SP;52;
RJ;26;
CE;75;
MA;28;
AM;44;
RJ;32;
PI;108;
RJ;90;
SP;75;
RJ;12;
BA;20;
SP;55;
SP;46;
SP;25;
CE;50;
DF;36;
PE;18;
MA;50;
SP;96;
RJ;18;
RO;57;
RJ;60;
GO;24;
GO;30;
RS;245;
MG;31;
RN;80;
GO;70;
MT;60;
GO;25;
AC;20;
AL;330;
SP;12;
SC;18;
SP;193;
SC;300;
SP;223;
SP;512;
GO;55;
RJ;21;
RS;120;
RJ;44;
AL;57;
MS;45;
MT;220;
BA;66;
GO;36;
GO;18;
SP;10;
CE;10;
CE;48;
MG;16;
MG;8;
SC;84;
RS;5;
SC;36;
AL;32;
SP;41;
SP;238;
SP;45;
PR;74;
PR;7;
GO;24;
RJ;63;
MG;59;
RJ;41;
SC;40;
RJ;36;
AM;97;
RS;31;
GO;6;
PI;168;
RJ;360;
MG;65;
SC;20;
SC;30;
MT;18;
AL;26;
MG;340;
BA;240;
MG;216;
SP;100;
SP;200;
GO;12;
SP;116;
GO;36;
RJ;224;
GO;9;
TO;6;
RJ;84;
PE;13;
MA;40;
RS;62;
RJ;33;
CE;112;
SC;28;
MG;2;
RJ;120;
SP;13;
SP;41;
SC;12;
ES;22;
MG;40;
RJ;25;
RJ;22;
RJ;58;
RJ;20;
SP;78;
PR;56;
RJ;57;
SC;43;
SP;80;
AL;7;
RJ;6;
PE;131;
PB;2;
TO;12;
RS;8;
MT;27;
SP;72;
AC;60;
SP;79;
GO;40;
MS;33;
BA;58;
RJ;20;
MG;48;
SC;46;
MS;38;
AM;35;
BA;16;
CE;24;
RO;21;
GO;20;
RS;24;
GO;12;
SC;15;
RJ;4;
RS;30;
RJ;17;
PR;21;
MT;70;
SC;132;
CE;341;
ES;104;
SC;12;
BA;40;
RJ;3;
RN;5;
SC;81;
CE;44;
RJ;38;
PA;12;
GO;180;
GO;4;
SP;21;
RJ;60;
ES;10;
RN;38;
ES;26;
MG;31;
SP;70;
SP;45;
BA;80;
MG;24;
CE;64;
RJ;29;
PE;13;
CE;80;
AL;38;
MG;94;
SC;108;
RJ;18;
ES;14;
SP;14;
RJ;14;
SC;45;
MS;80;
MS;37;
RJ;8;
MG;720;
CE;24;
RS;180;
RN;60;
RS;40;
PR;90;
RS;30;
SP;56;
PE;10;
ES;33;
RJ;90;
RJ;90;
SP;24;
RJ;24;
PE;360;
AL;36;
MA;17;
GO;50;
SP;26;
MS;120;
MT;30;
SP;16;
SC;160;
AL;24;
PA;21;
SC;286;
RN;135;
PE;59;
PR;8;
RJ;14;
SP;84;
SP;366;
BA;59;
BA;505;
RJ;34;
SP;300;
SP;4;
RJ;17;
GO;45;
RJ;58;
SP;28;
BA;90;
TO;59;
AL;26;
RS;30;
MS;22;
MT;12;
GO;300;
RJ;56;
RJ;13;
MG;66;
GO;80;
PE;15;
BA;80;
PE;245;
SP;24;
BA;42;
SP;34;
SC;40;
AP;30;
ES;30;
SC;204;
BA;29;
AM;90;
SP;8;
RS;60;
RJ;12;
MA;40;
MA;24;
RJ;48;
SP;542;
AM;50;
MG;21;
PR;144;
RJ;30;
GO;20;
RN;40;
SP;30;
SP;16;
GO;54;
SC;19;
PR;80;
PR;98;
MG;160;
MG;448;
RS;4;
ES;19;
MG;39;
SP;20;
SP;120;
GO;23;
PR;48;
CE;50;
SP;118;
RJ;18;
SP;15;
PR;230;
RJ;10;
CE;22;
AM;32;
CE;6;
RJ;38;
RJ;5;
SC;75;
SP;3100;
GO;108;
MG;150;
AL;30;
SC;20;
MG;82;
GO;46;
MS;20;
BA;30;
PR;101;
RS;336;
MT;30;
MG;22;
PR;39;
PE;57;
MG;50;
SP;152;
MG;76;
MG;66;
ES;17;
RS;20;
RJ;45;
AL;24;
RS;71;
BA;200;
SC;40;
SC;44;
ES;48;
PE;10;
PI;13;
SP;9;
SC;25;
MA;4;
PE;348;
AM;30;
SC;82;
PR;72;
RJ;30;
MG;49;
SC;8;
SP;50;
SP;76;
MT;81;
RJ;98;
BA;30;
RJ;27;
MG;6;
MG;60;
MG;21;
SP;85;
SP;69;
PR;30;
BA;195;
BA;30;
PR;40;
SP;100;
RJ;70;
RJ;60;
RJ;98;
PR;156;
PE;13;
SC;10;
GO;12;
SP;96;
SP;12;
PR;48;
SP;5;
RJ;150;
SC;2;
PR;126;
MG;18;
SP;68;
BA;34;
MG;34;
GO;40;
SC;72;
RJ;198;
SC;50;
CE;70;
MG;258;
MG;57;
RJ;36;
ES;10;
RJ;42;
RS;53;
RS;18;
SP;23;
SC;1;
SC;10;
RN;43;
MG;30;
SP;5;
SP;6;
SP;80;
RJ;30;
RN;70;
MG;23;
BA;86;
BA;70;
PA;34;
AL;47;
RJ;60;
PA;48;
RJ;16;
RJ;47;
RJ;32;
RJ;50;
SP;60;
SP;23;
RS;50;
PE;16;
SP;15;
PA;35;
PA;68;
RJ;734;
PR;7;
BA;39;
AL;11;
SC;32;
PR;28;
MG;10;
RJ;30;
RN;54;
MG;178;
BA;50;
MG;98;
PR;20;
AM;14;
ES;2;
SP;41;
MG;30;
GO;144;
SP;14;
SP;45;
BA;50;
RN;40;
TO;108;
MG;32;
MG;24;
SC;76;
SP;8;
AM;26;
SP;30;
MG;30;
RJ;70;
MG;18;
RJ;46;
SP;44;
PR;348;
PR;55;
PA;91;
SC;36;
SC;40;
SC;40;
AP;40;
GO;71;
RS;34;
AL;32;
SC;64;
BA;39;
GO;208;
SC;165;
AL;22;
BA;44;
AL;256;
MG;113;
PB;10;
SP;48;
ES;35;
ES;26;
RJ;13;
RS;24;
SP;74;
RJ;50;
AL;23;
GO;20;
SE;50;
RJ;50;
CE;18;
SC;60;
BA;360;
PI;28;
SP;21;
PB;28;
SC;37;
RS;10;
MA;41;
RS;18;
BA;80;
SC;165;
SC;284;
SC;8;
MT;393;
BA;22;
SP;48;
GO;66;
GO;51;
PE;70;
CE;130;
GO;69;
MG;6;
ES;21;
MG;12;
SC;19;
CE;81;
MA;13;
RJ;15;
RJ;54;
SP;60;
ES;50;
BA;80;
BA;236;
BA;19;
GO;30;
RJ;48;
BA;67;
RJ;8;
SC;290;
GO;67;
RJ;50;
MG;40;
MA;30;
RJ;100;
GO;10;
GO;34;
GO;10;
SP;15;
RS;369;
CE;4;
SP;135;
PR;52;
AL;8;
SP;26;
ES;4;
GO;10;
MG;88;
RJ;26;
RJ;38;
MG;19;
SC;60;
SC;6;
RJ;50;
RJ;50;
RS;36;
GO;20;
SP;36;
RJ;29;
CE;4;
BA;1059;
RJ;50;
PR;54;
MT;53;
RS;196;
AM;21;
RJ;66;
CE;14;
CE;55;
PR;33;
MG;40;
CE;30;
RR;14;
MG;60;
RJ;90;
PR;128;
MG;90;
SP;3;
AL;12;
RJ;40;
SC;37;
SP;72;
SP;78;
SP;24;
MT;62;
SC;14;
SP;40;
SP;60;
RJ;60;
PE;70;
MG;51;
MG;45;
MG;18;
MG;50;
RJ;17;
CE;15;
CE;16;
SC;45;
ES;24;
SP;18;
BA;52;
AM;78;
ES;62;
RN;1300;
RJ;56;
AL;16;
MA;12;
SC;7;
PE;27;
RO;16;
SC;6;
PR;30;
AL;15;
SC;20;
RJ;42;
AL;90;
GO;106;
RN;215;
RJ;55;
BA;62;
GO;12;
BA;61;
PR;15;
SP;62;
RJ;54;
SP;10;
CE;18;
AM;48;
PR;19;
MG;12;
BA;330;
MT;48;
SP;42;
RN;56;
PA;300;
MG;7;
PE;6;
MG;21;
RJ;20;
AL;42;
BA;20;
AL;60;
GO;32;
SP;290;
CE;40;
BA;141;
RJ;15;
SC;16;
MG;14;
SP;50;
MG;23;
CE;8;
RN;30;
SP;728;
MT;9;
GO;8;
GO;37;
RJ;50;
MG;56;
GO;10;
GO;19;
AM;51;
BA;21;
BA;80;
ES;12;
SP;13;
SP;11;
MA;90;
MG;12;
SC;20;
PE;80;
RJ;90;
SP;422;
AM;36;
MG;32;
SP;49;
SP;104;
BA;40;
PI;25;
AC;88;
SP;30;
RS;22;
SE;19;
RJ;16;
PR;45;
AM;20;
PR;44;
SP;250;
PR;20;
RS;8;
MG;51;
MT;6;
MG;44;
ES;8;
PB;80;
MG;70;
AL;50;
SC;64;
RN;88;
MA;169;
RJ;48;
AL;50;
RJ;18;
PI;33;
GO;17;
SP;90;
CE;43;
AL;30;
PB;6;
MA;162;
MG;98;
BA;10;
RJ;8;
MG;54;
CE;130;
BA;88;
SC;23;
AL;40;
RJ;3;
SC;152;
BA;50;
MS;46;
SC;18;
GO;28;
SC;8;
CE;8;
BA;5;
SP;45;
MG;133;
SP;60;
RJ;5;
MT;13;
MT;212;
SP;90;
SP;25;
MG;10;
SP;185;
SP;60;
SC;5;
MG;30;
AC;20;
SC;13;
PR;110;
SP;22;
MA;32;
RJ;64;
RJ;64;
MG;10;
RS;34;
RJ;21;
RJ;52;
SC;24;
CE;7;
SP;160;
SP;1;
MG;27;
RJ;26;
DF;25;
AL;53;
MG;50;
MT;40;
SC;41;
BA;52;
RJ;57;
RJ;6;
RN;50;
SC;104;
SP;52;
GO;60;
SP;15;
GO;22;
SP;24;
AM;35;
ES;8;
GO;15;
RJ;6;
PR;30;
SC;70;
MS;28;
PE;8;
RJ;100;
BA;300;
SP;24;
SP;162;
SP;96;
SP;45;
GO;43;
PR;12;
PE;18;
SP;12;
ES;10;
MT;150;
DF;6;
MG;30;
CE;29;
SP;54;
SP;4;
PR;65;
SP;72;
MG;25;
SP;170;
RJ;20;
RJ;70;
RJ;70;
GO;38;
RJ;45;
SP;23;
BA;45;
SC;30;
PB;48;
GO;10;
SP;100;
SP;110;
SP;52;
GO;57;
SP;102;
RN;104;
GO;10;
SP;49;
SC;44;
MG;18;
RN;22;
RJ;12;
SP;30;
SP;30;
RN;72;
RJ;84;
RS;18;
BA;408;
MT;36;
TO;60;
TO;20;
GO;30;
AP;161;
SP;22;
MG;30;
AL;32;
PR;1024;
MA;12;
MG;90;
MA;60;
MG;20;
SP;8;
SP;58;
CE;36;
MG;200;
MA;59;
SP;50;
SC;92;
MG;38;
SC;2;
PR;54;
SC;49;
BA;34;
PE;180;
MG;30;
GO;53;
BA;55;
PA;21;
RJ;164;
SC;306;
GO;48;
AP;13;
SP;30;
GO;30;
SP;60;
TO;10;
MT;36;
RJ;62;
RJ;6;
SP;28;
SP;16;
SP;20;
SP;120;
SP;54;
SP;13;
BA;52;
SP;6;
BA;48;
SP;30;
RS;66;
BA;16;
BA;200;
SP;17;
RN;34;
PE;64;
MS;16;
BA;35;
ES;20;
GO;6;
RJ;5;
RJ;72;
RS;24;
GO;7;
MG;61;
RS;28;
TO;38;
SP;4;
MG;14;
SC;48;
MA;20;
BA;45;
PR;30;
PR;36;
SP;20;
PI;11;
SP;76;
RJ;13;
MA;30;
MS;21;
MS;40;
MG;25;
BA;60;
GO;24;
PR;62;
GO;4;
SP;36;
SP;54;
GO;42;
SC;54;
GO;23;
RS;156;
ES;8;
MT;23;
SP;58;
MS;99;
SP;51;
RJ;164;
CE;18;
PE;22;
SP;18;
GO;20;
SP;48;
PA;99;
RN;30;
PB;16;
SC;144;
MA;8;
SP;85;
MA;15;
SP;64;
RS;11;
PE;42;
SC;28;
SC;17;
SC;30;
MS;70;
MG;18;
GO;6;
SP;4;
SC;151;
MG;9;
SC;2;
SP;80;
SP;72;
RS;9;
MG;212;
PE;54;
MT;9;
RS;32;
RR;212;
SP;52;
GO;30;
SP;20;
GO;28;
SP;106;
SP;28;
SP;130;
ES;14;
RJ;8;
SC;16;
SC;76;
SP;44;
BA;25;
GO;25;
RS;12;
RS;8;
MG;40;
PR;15;
PR;23;
MG;28;
SC;6;
MG;90;
BA;86;
SC;65;
SP;70;
MS;56;
SE;29;
SP;70;
TO;30;
GO;41;
PR;44;
AL;15;
MG;36;
SP;12;
BA;3;
GO;2200;
PR;65;
SC;9;
MA;24;
GO;510;
MS;5;
SC;28;
BA;50;
MT;325;
SP;48;
SP;22;
SP;40;
PB;23;
SP;28;
GO;58;
PR;16;
RJ;20;
GO;24;
BA;100;
BA;216;
PB;213;
SC;4;
CE;78;
PE;18;
BA;89;
SP;72;
PB;30;
MA;29;
TO;216;
BA;20;
SP;117;
RJ;53;
BA;48;
ES;160;
RJ;256;
ES;160;
MG;32;
PR;81;
PI;21;
PI;60;
SP;49;
SP;96;
MA;10;
ES;60;
SP;40;
MT;30;
BA;80;
SC;14;
ES;38;
SC;23;
SC;12;
BA;15;
GO;15;
SC;124;
SP;4;
PI;15;
ES;3;
SP;45;
SC;48;
BA;30;
PR;15;
RJ;56;
MG;16;
SC;12;
SP;200;
RS;120;
SP;110;
PR;60;
SP;50;
SC;76;
BA;50;
GO;13;
SP;56;
BA;52;
RJ;84;
RS;74;
MG;40;
BA;16;
MG;35;
CE;22;
SP;60;
PE;146;
GO;18;
MG;12;
CE;10;
BA;34;
BA;408;
SC;55;
MA;50;
RO;8;
SC;50;
PR;61;
MA;52;
BA;85;
SP;89;
ES;26;
PR;15;
RJ;84;
PA;45;
PE;41;
MA;3;
MG;100;
RJ;90;
PR;99;
MA;23;
SC;98;
PE;15;
MG;15;
SC;9;
MS;103;
SC;140;
GO;40;
SC;15;
SC;77;
SP;8;
GO;12;
RJ;30;
SC;188;
AL;26;
MT;23;
SP;100;
MG;110;
SP;2;
BA;66;
PE;34;
SC;70;
CE;202;
SP;40;
BA;200;
SC;273;
BA;45;
BA;150;
BA;64;
ES;27;
SP;144;
RJ;10;
PA;31;
BA;40;
SP;120;
BA;152;
MG;29;
BA;66;
MG;30;
SP;596;
SP;45;
CE;8;
MG;18;
MG;49;
SP;31;
RS;33;
GO;14;
MA;38;
RJ;55;
CE;9;
PI;30;
RJ;15;
SP;200;
MT;24;
RS;22;
SP;64;
RS;70;
BA;540;
BA;56;
MT;40;
ES;38;
AL;14;
BA;150;
SP;50;
RN;18;
AM;12;
PE;82;
SP;30;
ES;152;
BA;70;
MG;15;
PA;18;
CE;9;
BA;30;
GO;16;
SP;18;
PR;140;
SP;36;
SP;13;
ES;26;
SP;22;
GO;16;
SP;22;
RS;13;
GO;12;
MA;132;
CE;50;
AL;31;
SP;90;
AL;18;
ES;10;
CE;24;
CE;60;
SC;220;
MT;7;
RJ;20;
CE;35;
MG;74;
BA;27;
PE;52;
SC;3;
RJ;150;
RS;50;
ES;16;
AM;16;
RJ;16;
SP;21;
RJ;18;
RN;24;
GO;6;
MG;61;
RS;17;
MA;90;
RJ;12;
RN;18;
AM;24;
RS;30;
MG;40;
RJ;50;
SC;58;
SP;50;
PA;50;
RS;15;
PE;14;
SC;55;
AL;30;
GO;20;
SP;88;
RJ;270;
PA;24;
ES;32;
RS;8;
BA;252;
AL;35;
RS;8;
PR;115;
GO;37;
MG;42;
MA;10;
SP;244;
RO;17;
PR;40;
RJ;28;
PI;24;
PR;42;
MA;41;
PR;20;
SP;240;
MA;9;
SP;20;
GO;10;
RJ;54;
SC;40;
SC;28;
RJ;21;
TO;24;
MA;66;
RJ;16;
SP;30;
BA;140;
RN;18;
MG;13;
GO;40;
RJ;40;
ES;80;
RJ;16;
SP;10;
RJ;3;
SE;25;
RS;6;
RJ;10;
SP;280;
SP;100;
PR;10;
SP;42;
GO;44;
MT;28;
SP;22;
MG;36;
RJ;62;
SP;1;
MG;9;
SP;150;
RS;25;
BA;36;
BA;37;
RJ;54;
BA;60;
SP;8;
RJ;50;
BA;90;
SC;17;
SC;64;
CE;22;
SP;50;
BA;90;
SC;9;
PA;43;
MG;13;
ES;8;
PR;306;
PE;45;
SP;12;
MG;10;
PR;15;
SC;8;
RS;10;
RJ;14;
AM;41;
GO;12;
SP;66;
MG;30;
RJ;73;
SC;19;
MA;15;
AL;24;
SP;18;
RJ;6;
PR;52;
PR;30;
PR;36;
CE;2;
MG;29;
PR;50;
AL;12;
PE;40;
MG;18;
RS;7;
AM;28;
MA;36;
SP;54;
GO;76;
SC;198;
PE;17;
MG;45;
SP;58;
RJ;35;
SP;4;
CE;44;
AL;22;
MA;18;
MG;12;
SC;61;
RN;20;
GO;28;
ES;7;
MG;12;
SP;39;
PR;22;
BA;4;
ES;23;
PB;66;
AM;78;
AM;15;
BA;10;
PA;78;
BA;32;
BA;40;
ES;28;
SP;55;
BA;54;
BA;38;
MG;70;
RN;60;
MG;12;
PA;19;
MG;39;
MS;7;
SC;14;
MS;77;
RJ;11;
PR;78;
MG;148;
BA;18;
RS;56;
RS;44;
SP;10;
GO;38;
SP;50;
MG;38;
RJ;32;
SP;190;
SE;75;
GO;30;
ES;44;
ES;15;
GO;19;
SP;64;
MG;10;
RN;57;
GO;48;
BA;30;
RS;40;
SC;41;
RJ;40;
SP;24;
MA;16;
RN;16;
BA;30;
SP;26;
PR;10;
MG;18;
AC;20;
SP;40;
RO;19;
BA;26;
SP;46;
GO;17;
BA;22;
CE;59;
BA;22;
BA;43;
RS;9;
SP;51;
SP;34;
CE;21;
AM;24;
RJ;12;
SP;300;
PA;19;
AM;12;
PA;17;
MA;37;
SC;43;
GO;61;
SP;84;
SC;25;
PE;40;
DF;150;
RJ;14;
RJ;242;
MG;22;
MG;36;
MG;23;
CE;4;
AL;18;
PI;12;
ES;20;
SP;8;
SP;15;
MG;4000;
SP;83;
RJ;16;
SP;140;
GO;109;
BA;10;
BA;42;
CE;150;
BA;55;
SC;114;
ES;40;
CE;44;
PB;70;
ES;9;
BA;260;
RJ;32;
SP;52;
PA;105;
MG;81;
SP;44;
PB;30;
ES;53;
PE;2;
BA;24;
PE;6;
RJ;10;
SP;221;
RJ;70;
SC;12;
RJ;12;
RJ;50;
GO;16;
SC;24;
GO;37;
RS;4;
BA;474;
CE;158;
PA;27;
TO;110;
PR;200;
PA;9;
RJ;7;
RS;30;
MT;13;
BA;266;
SP;23;
MA;27;
SP;13;
MS;50;
PE;76;
ES;59;
RN;64;
MG;80;
BA;35;
MG;22;
PR;51;
PA;20;
MG;20;
GO;86;
TO;72;
PR;24;
RS;4;
RN;38;
MS;25;
SP;4;
SP;24;
PR;9;
GO;16;
SP;20;
MG;82;
SC;8;
RS;7;
SC;6;
MG;12;
PA;39;
MG;20;
BA;25;
ES;15;
MA;4;
MG;43;
CE;42;
MA;68;
RS;55;
SP;73;
RS;62;
GO;81;
SE;80;
MA;13;
SC;30;
SP;206;
PI;10;
RJ;30;
MA;90;
SC;11;
MS;70;
RJ;80;
AL;28;
PA;205;
MG;26;
MG;110;
PE;145;
RJ;43;
BA;7;
MA;19;
GO;25;
PE;23;
MG;25;
RJ;60;
SP;10;
RJ;46;
MG;42;
RJ;5;
SP;100;
SE;28;
MG;15;
RJ;25;
PA;39;
PR;90;
BA;87;
TO;23;
BA;32;
MA;7;
ES;20;
PR;10;
RS;275;
RJ;5;
RS;40;
SP;23;
BA;239;
PR;30;
ES;18;
SP;18;
SP;4;
PA;3;
MG;30;
GO;57;
RS;86;
AL;24;
MG;12;
MA;53;
CE;34;
PR;32;
ES;14;
RJ;50;
PB;25;
PB;576;
PA;21;
CE;87;
MG;200;
MG;45;
GO;30;
PR;80;
BA;36;
GO;16;
GO;37;
MA;45;
GO;36;
PA;17;
BA;16;
GO;7;
MS;86;
BA;4;
PE;10;
MG;15;
MS;40;
RJ;24;
SP;130;
SP;30;
MG;50;
BA;24;
BA;62;
PE;16;
BA;60;
SP;112;
MG;9;
RN;24;
MG;63;
MG;130;
SP;82;
AP;32;
SC;16;
BA;9;
GO;27;
SP;45;
TO;68;
AL;20;
MG;25;
MG;90;
PA;35;
GO;60;
RJ;47;
SC;6;
SP;32;
SC;108;
BA;66;
ES;7;
RJ;24;
GO;84;
PA;50;
RJ;250;
AL;49;
RJ;36;
PA;39;
BA;24;
AM;48;
SP;16;
RJ;11;
MT;32;
MG;19;
BA;28;
GO;136;
SC;12;
RS;305;
GO;16;
GO;58;
GO;36;
GO;60;
SP;18;
SP;65;
MG;12;
MG;16;
MG;8;
SP;83;
MG;12;
BA;31;
MT;84;
AM;60;
CE;32;
PE;36;
AL;20;
SC;225;
ES;20;
GO;43;
SP;48;
SP;142;
MA;12;
AL;42;
BA;95;
GO;20;
MA;17;
BA;30;
BA;22;
RJ;50;
PA;35;
BA;116;
MG;40;
RO;40;
GO;15;
PR;62;
BA;35;
CE;90;
MG;58;
MG;12;
GO;43;
SP;40;
SC;15;
BA;80;
SC;110;
RS;18;
SP;28;
MT;24;
MT;68;
MG;30;
PA;20;
MT;25;
PA;19;
BA;33;
GO;48;
SP;63;
SC;12;
PA;24;
RJ;28;
CE;25;
AL;54;
PR;60;
RS;40;
MA;40;
SP;24;
MG;40;
SP;52;
PR;11;
SP;38;
MT;110;
RN;6;
SP;22;
SP;40;
RS;3;
PE;29;
RS;50;
RJ;50;
SP;150;
BA;70;
PR;67;
SP;180;
RS;50;
BA;24;
GO;85;
MG;115;
MA;10;
BA;8;
PA;20;
MG;20;
SP;52;
ES;26;
PB;20;
RJ;60;
SC;120;
SC;9;
GO;22;
SP;70;
MG;24;
SC;4;
BA;20;
CE;64;
SP;27;
SC;36;
BA;150;
SP;12;
GO;30;
CE;103;
MT;30;
SP;3;
SC;15;
GO;30;
GO;40;
RJ;32;
GO;18;
ES;27;
GO;90;
PR;926;
MA;12;
MS;54;
AL;28;
MA;14;
MG;37;
AC;20;
MT;85;
BA;14;
RS;14;
MG;15;
MG;25;
RJ;9;
MG;12;
TO;14;
MG;32;
RJ;12;
SP;7;
BA;14;
MG;60;
AL;20;
BA;48;
AM;16;
DF;136;
BA;52;
GO;36;
PB;30;
RS;12;
BA;8;
BA;30;
MA;6;
MT;35;
BA;87;
RS;22;
SP;4;
PA;12;
RS;8;
AL;72;
PR;60;
BA;37;
GO;50;
AM;25;
GO;42;
MA;16;
GO;56;
SC;4;
AM;38;
GO;20;
SP;60;
SP;70;
GO;44;
AL;17;
RS;60;
PR;7;
MT;40;
GO;20;
GO;111;
MG;18;
RJ;240;
CE;17;
PR;42;
MT;50;
SC;93;
SP;23;
BA;26;
BA;52;
MA;84;
BA;12;
BA;120;
SP;84;
PB;4;
BA;30;
PB;14;
SC;60;
PA;35;
SP;40;
RJ;32;
SP;224;
BA;100;
MG;33;
GO;75;
ES;15;
BA;6;
GO;15;
CE;16;
PA;26;
PE;56;
PR;42;
CE;2;
SC;19;
MG;185;
MG;50;
RN;200;
ES;22;
SP;200;
MA;28;
BA;110;
PR;10;
BA;38;
PA;26;
SP;210;
PR;20;
RJ;14;
