UF;Total de Leitos
RS;50
RS;30
RS;50
RS;40
MG;26
RJ;38
MG;41
SC;198
BA;42
GO;96
DF;94
MG;140
MG;90
MG;96
CE;80
GO;16
MG;30
GO;50
SP;46
SP;29
PE;24
SP;65
BA;148
SP;18
SP;76
BA;16
SP;60
RJ;18
SC;20
CE;40
SP;44
CE;54
SP;50
SP;50
MG;15
BA;34
AL;40
SP;9
MT;25
MT;18
RJ;176
RS;110
SC;36
MG;20
MG;27
PE;24
MT;40
BA;54
RS;70
RJ;42
SP;70
ES;14
SP;40
PA;36
SP;48
RN;72
RJ;32
PB;20
PB;15
SP;32
SP;63
RJ;30
RJ;35
RJ;20
MG;42
MS;80
ES;7
TO;146
RJ;90
SP;138
AL;137
CE;15
RS;10
SP;30
SP;456
GO;20
RS;20
GO;18
SC;14
RJ;38
PI;40
BA;42
PE;38
PR;48
MG;40
SP;75
PB;140
PB;6
MT;38
SP;59
SC;14
PR;30
MG;76
PI;37
PR;34
SP;20
SP;90
SP;19
CE;79
PE;24
SP;330
MG;19
RS;40
AL;36
SC;8
PI;16
MG;33
BA;195
GO;20
SP;76
SP;80
SP;14
AM;48
BA;27
RS;74
MG;55
SC;98
SC;289
SC;10
GO;23
CE;290
RJ;90
SP;134
BA;44
SP;100
MG;21
CE;32
GO;20
SP;79
AL;50
MT;25
GO;7
MG;464
RJ;68
CE;121
GO;28
GO;12
RS;24
GO;12
MT;33
GO;26
SP;181
AM;64
RO;30
AM;21
SC;30
MA;312
ES;14
PE;63
PR;230
PR;210
SP;7
RJ;38
MG;26
PR;20
SP;16
CE;32
MG;30
GO;12
SP;144
SP;106
PA;32
SC;148
RJ;36
SP;60
GO;80
AL;12
MS;50
RJ;40
RN;46
MS;28
PR;24
MG;6
PA;20
BA;40
MG;150
AC;52
SC;85
RJ;1
RS;70
RS;75
RN;45
SC;330
MS;38
AM;14
PR;21
MA;14
SP;32
MA;57
BA;48
RS;82
PE;20
GO;10
MG;32
RJ;528
SP;252
MT;29
BA;240
SP;45
SP;17
MG;174
SP;158
MG;28
RJ;14
SP;71
SE;80
RJ;20
CE;38
RJ;28
RJ;22
CE;8
GO;200
BA;82
SP;3840
GO;25
RJ;12
SC;8
GO;79
CE;40
CE;12
RS;25
PE;48
SC;14
RJ;21
MG;25
BA;50
PE;7
ES;27
MG;39
SP;50
MG;464
RN;28
MA;16
SP;56
SC;16
GO;26
MT;26
SP;90
PB;23
RN;40
MG;200
MG;21
ES;70
BA;80
BA;24
MG;58
SP;30
ES;52
AM;26
RJ;67
MG;60
SP;49
PI;352
MG;30
MG;46
GO;29
PR;78
RS;60
RS;18
RJ;8
RS;24
SP;24
MT;73
SC;36
RS;40
SP;80
CE;16
ES;24
SC;57
PR;29
BA;50
PR;64
MG;20
RJ;40
PB;47
SP;40
PR;27
SC;30
SC;22
RJ;6
BA;30
PA;30
GO;48
MG;250
GO;216
RJ;71
RJ;64
RJ;24
SP;120
CE;58
RN;71
SC;90
SP;81
MG;77
SP;52
CE;10
CE;40
RJ;11
RJ;9
RS;15
MA;20
BA;43
CE;60
SP;153
MG;258
RJ;335
RS;90
PA;30
RS;30
RJ;70
PB;8
SP;40
PB;10
RS;60
MA;28
PE;141
PE;80
AM;5
RJ;50
SP;25
SP;161
RJ;13
PR;156
PR;115
SP;29
RJ;52
PA;56
MG;525
CE;43
SC;32
MG;12
DF;222
SP;152
RS;26
SP;63
SP;150
SC;24
SC;32
SP;18
MA;10
PA;55
PE;20
TO;30
MG;82
RJ;19
RJ;180
PA;60
ES;48
PA;39
SC;70
RJ;104
SP;35
SP;40
ES;44
BA;30
RJ;21
SP;22
SP;12
SP;22
PR;210
SC;260
SP;24
PA;20
SP;53
PA;21
RJ;32
BA;100
CE;42
PI;135
CE;5
BA;34
SP;156
BA;18
SC;60
SC;48
CE;20
MG;50
PA;39
PA;20
PR;24
CE;13
RJ;53
BA;24
BA;80
SP;46
SP;144
RN;30
MG;95
CE;90
RO;10
AM;45
MG;254
SP;23
PE;40
MG;160
RS;60
MG;81
MG;51
SC;22
CE;371
RR;2
RJ;8
SP;20
AL;45
PE;32
RS;45
RS;10
MG;50
PE;15
MS;40
MA;15
SP;161
AL;12
SP;150
PB;18
CE;18
RN;60
CE;16
CE;12
SP;400
PR;70
SC;90
BA;62
AL;20
SP;200
PE;37
RJ;27
MA;16
MA;35
MG;96
CE;8
RS;13
RJ;34
MG;14
SP;17
PE;63
AL;18
CE;12
CE;8
MA;18
RS;9
RJ;42
SE;24
MG;40
BA;80
RJ;28
MT;25
PA;30
SC;36
MT;27
AM;16
MA;12
BA;26
MT;18
PE;336
PR;38
MG;21
MT;27
BA;120
GO;14
BA;22
PR;40
BA;26
SC;32
GO;30
PR;16
MA;10
MG;110
RN;35
MG;46
GO;33
SC;30
GO;23
PE;66
SP;484
MA;113
SP;4
SP;33
MG;10
RO;35
SP;55
PA;10
AM;142
AM;207
AM;75
AM;424
MG;74
SP;22
SP;42
SC;29
PB;45
SP;51
BA;30
SP;49
RJ;12
RJ;22
MA;37
RN;38
AM;60
MG;32
SP;279
MG;53
PA;68
MG;168
SC;25
BA;43
BA;208
BA;150
MG;30
AL;10
SP;26
SP;10
MG;120
AM;66
MG;140
SP;20
PA;36
SP;64
MG;125
SP;60
BA;110
PB;100
MA;33
AL;45
MG;10
MA;49
SP;65
BA;24
GO;135
RJ;58
MG;3
MG;170
SP;12
MA;42
BA;10
MG;55
SP;20
RS;90
MG;160
GO;25
MT;20
MT;12
RJ;256
MG;200
SP;60
SP;100
PB;36
GO;350
CE;10
SP;52
ES;23
MG;22
PA;96
MG;12
BA;34
SP;27
PI;43
PI;29
PB;12
PB;44
SC;96
GO;10
PB;28
SC;18
SP;166
AL;33
ES;40
BA;20
SC;206
SC;400
BA;30
BA;50
SP;18
GO;29
BA;25
MS;12
AL;43
RN;15
PI;4
SP;19
SP;78
BA;16
RN;23
SP;42
MG;23
SE;15
CE;43
MG;36
GO;20
RN;48
PR;135
MG;30
MG;60
MG;12
MG;6
PE;60
SP;23
MG;50
MG;35
CE;11
BA;55
SC;6
BA;46
SP;13
SP;25
BA;55
MG;144
SP;30
RJ;28
MG;14
PE;39
BA;51
SC;183
SC;130
PR;183
SP;160
RJ;16
RN;70
BA;29
PE;72
SP;409
TO;80
BA;98
SP;10
MG;363
MG;38
PR;15
SP;20
PI;21
SC;20
MG;163
MA;25
SC;213
PA;142
RN;24
SP;339
SP;566
PR;478
SP;380
MA;53
RN;60
SP;29
TO;282
SP;1
SP;50
PE;33
SC;24
SE;30
RJ;11
PA;32
PA;25
GO;41
MG;111
RJ;6
PA;80
PA;60
MA;4
GO;36
MG;13
RJ;256
RJ;238
MT;4
MG;296
MG;349
BA;38
AL;29
MS;28
RN;89
SP;295
RS;20
MT;40
MG;20
MT;39
BA;24
MG;4
MG;62
PR;35
BA;20
MG;12
RS;22
SP;38
GO;114
MG;12
RJ;20
PI;35
MG;21
AM;14
MG;145
MG;131
MG;12
MG;3
GO;16
RS;504
RS;278
MG;29
AL;42
SP;40
PB;16
RJ;12
CE;48
DF;220
MA;12
RN;27
SC;235
MG;29
PA;16
SC;264
TO;80
BA;21
SC;42
SC;14
BA;20
BA;31
AM;342
PR;230
AM;22
SP;35
MG;63
AL;12
SP;26
MG;12
SP;30
GO;39
SC;30
SC;42
PR;125
MG;60
MG;12
MG;115
SP;60
RJ;24
RJ;28
MG;10
PA;12
CE;16
MT;120
PE;30
SP;28
GO;21
SP;70
AC;4
SC;14
PR;7
MS;60
MG;25
RS;50
RJ;16
PR;5
SC;150
MG;16
MT;59
RJ;26
BA;13
RJ;65
SP;13
AM;69
AL;20
SE;300
PE;94
PR;42
SP;94
CE;24
BA;207
BA;22
RS;60
MG;30
BA;52
RN;7
RN;30
BA;30
CE;24
BA;48
CE;23
RJ;12
PI;30
RJ;34
RS;144
RR;14
TO;40
RJ;62
MG;60
PE;51
AL;16
MG;45
RJ;11
MT;44
SP;56
BA;90
MG;14
GO;16
MG;37
AL;36
SP;17
RS;19
CE;32
PA;24
RJ;14
GO;18
RS;56
CE;32
PA;99
RS;58
GO;5
SP;105
AM;30
SC;420
AM;94
SC;450
MA;28
PA;36
SC;26
BA;23
SP;40
SP;50
BA;26
PB;188
RJ;32
RN;96
MG;90
SE;44
MG;10
GO;25
BA;30
GO;50
RN;60
BA;98
SP;26
SP;132
MG;188
PI;108
MA;33
PI;21
CE;27
BA;18
MG;90
SP;62
PA;44
BA;44
PB;17
PR;20
MG;180
SP;65
MS;45
SP;12
SC;30
DF;38
MG;26
RS;210
MG;9
PB;10
RS;106
PE;145
SC;45
MG;15
PR;28
AL;252
PR;4
SC;140
PB;32
PR;169
AP;58
SC;50
CE;90
BA;35
ES;26
MG;10
SP;47
GO;15
CE;30
GO;12
PA;36
PR;32
ES;176
ES;66
MG;55
GO;209
MG;99
RJ;173
ES;177
MG;174
ES;113
RJ;115
MA;169
BA;46
RS;32
SC;42
RJ;9
SP;28
MG;27
SP;80
AL;104
MT;26
SE;65
BA;16
SC;34
MG;15
RJ;176
DF;161
SP;36
PE;24
RN;8
SP;23
PR;21
PA;59
PB;120
PR;50
AL;44
BA;16
MG;54
PR;220
RJ;35
GO;15
SP;36
MA;16
PR;45
MT;12
RR;13
MA;72
RS;10
SP;12
CE;16
MT;80
RN;5
SC;40
SP;35
MG;46
CE;230
PR;214
SP;80
MA;30
SP;48
SP;200
AL;48
MG;25
PR;72
CE;49
ES;14
BA;55
BA;70
CE;280
MG;22
SP;6
MG;143
CE;32
SP;27
ES;160
CE;34
CE;37
SP;50
PE;86
MT;62
MG;25
BA;19
SP;23
RJ;30
SP;28
SP;72
GO;10
SP;34
PA;50
SC;16
MG;28
RS;346
BA;26
ES;12
MG;6
PE;32
RJ;16
PB;20
MG;24
AM;17
RJ;30
MA;44
AL;16
PB;6
SP;320
RJ;19
RJ;60
SP;11
AL;26
RJ;20
MG;20
SP;30
MA;27
MA;90
AL;350
PA;15
MS;84
MS;123
PR;100
RJ;25
MG;250
RS;36
RJ;12
PA;76
MG;410
ES;20
RJ;25
MG;100
MG;51
PA;68
AM;20
PE;18
SP;450
GO;160
RJ;24
SP;53
SC;53
RJ;20
RN;33
SP;111
SC;27
PE;12
SP;34
SP;84
AM;264
SC;13
SC;27
SC;80
SE;160
SP;32
RN;14
RJ;36
RN;60
MG;25
SP;30
PE;24
BA;58
AL;50
PE;15
SP;21
PA;24
BA;13
GO;17
RJ;95
SP;27
BA;45
RJ;48
MG;30
SP;26
SC;18
AL;34
CE;12
BA;600
SP;27
BA;46
RJ;22
BA;42
MG;84
BA;86
BA;44
RJ;50
PR;108
RJ;52
PR;96
SC;190
RJ;40
RJ;70
SP;24
PB;62
BA;80
SP;90
RJ;25
BA;250
RJ;36
RS;171
SP;71
AM;25
BA;50
SP;11
BA;24
RN;38
RN;19
MG;18
MG;70
MT;53
RJ;120
GO;10
PA;59
PA;22
PE;35
MG;21
PB;80
AL;38
AL;35
PE;36
AL;28
GO;20
RJ;60
RN;56
PB;100
PB;28
AL;21
SP;32
GO;3
BA;37
MG;130
MG;132
MG;125
SP;74
GO;20
GO;125
PR;16
AL;71
MG;163
MG;43
SC;20
SP;105
RN;45
AL;78
RS;30
RS;18
MG;14
RJ;26
RJ;35
MG;61
GO;30
RS;153
BA;15
SP;44
SC;12
GO;30
SP;1
RJ;16
MG;16
SP;35
BA;41
CE;64
CE;13
PR;30
MG;19
SP;42
SP;20
RJ;29
PE;20
CE;140
SC;42
GO;20
MG;20
RJ;16
PB;99
PB;64
RJ;20
SP;27
PE;20
PI;30
CE;96
MG;10
CE;48
PE;42
RS;200
RS;150
SP;53
SC;10
PE;130
SP;16
SP;65
CE;4
MG;27
SC;15
BA;152
GO;312
MT;15
CE;46
GO;25
RJ;64
CE;22
PA;20
SP;87
RJ;104
PI;12
PA;16
RN;150
MG;6
PA;24
RS;66
BA;20
AM;40
RN;99
MT;32
RN;37
MA;97
MG;39
BA;29
RJ;84
AL;23
PA;31
CE;20
SP;72
MA;56
AL;52
SP;214
AL;81
MG;4
AL;96
MG;37
SP;20
TO;41
MG;150
RN;42
MT;36
RR;21
SP;24
MT;32
GO;11
MT;34
PB;73
RJ;10
AL;114
MG;11
BA;50
MT;168
PE;43
MG;12
SP;28
SC;21
CE;13
RJ;20
RS;44
PB;129
BA;34
SP;11
SP;108
AL;66
PE;14
RN;10
RN;500
RN;324
BA;12
RJ;6
PR;8
RJ;25
RN;69
TO;18
PR;7
PE;380
PE;68
RJ;218
GO;57
MG;11
SP;60
SC;122
MT;20
MG;20
CE;34
BA;69
CE;12
RS;20
SP;18
PE;66
RN;16
AL;90
AL;32
AL;149
AL;68
MT;14
AL;42
AL;398
MS;35
ES;40
AL;64
MG;37
CE;71
GO;113
SP;87
SP;27
SP;46
CE;14
RN;63
SP;182
RJ;22
SP;36
RN;30
MG;24
RS;47
MG;9
MG;19
SP;23
SC;47
SC;52
SC;23
PE;30
PE;24
RJ;20
PI;20
PE;36
PE;26
PE;38
MG;50
PE;14
SP;213
PB;69
MS;41
SP;125
MG;56
AL;32
RJ;31
CE;24
MS;64
RJ;672
PA;32
PE;50
PA;24
MG;8
MS;78
MS;31
MS;82
MG;32
BA;24
SP;24
SP;56
PE;20
PA;30
MG;30
MT;40
RJ;41
SC;128
PR;110
BA;280
MS;30
RO;33
MG;13
SC;61
PE;4
PE;22
RJ;28
GO;40
RS;60
ES;23
PE;250
SP;20
MS;24
SP;20
MG;4
MT;100
AM;82
SP;542
SP;30
GO;35
SP;282
CE;40
RN;10
GO;435
BA;230
GO;60
GO;54
GO;57
GO;131
MS;60
GO;106
BA;39
RS;72
AL;87
AL;24
SC;60
MA;10
BA;30
GO;1994
GO;700
GO;860
MT;11
PE;6
RJ;15
MG;84
MG;150
SP;10
GO;29
PB;16
MG;330
MS;45
MG;29
RJ;11
AL;70
SC;14
BA;24
BA;22
RJ;30
PA;32
GO;11
SP;42
CE;112
SP;44
SC;34
SP;40
RJ;50
RJ;19
CE;40
BA;6
RS;40
RJ;20
RJ;52
MG;200
RJ;20
RJ;22
SP;5
RJ;18
PR;14
MG;5
SC;40
CE;27
SP;25
SP;9
RJ;50
AL;32
SP;40
ES;33
PE;60
ES;20
SC;70
BA;42
SC;32
MS;3
PE;17
SP;5
AL;45
PE;10
SP;75
RS;52
BA;24
CE;21
GO;309
SP;41
MG;70
SP;46
SP;170
BA;19
GO;164
SC;25
SP;100
RS;42
RS;62
AM;288
MA;30
MT;23
PR;12
RJ;50
GO;26
GO;184
CE;21
ES;61
SP;48
PA;26
SC;13
MG;16
GO;20
AM;15
AM;16
SP;24
TO;25
PE;10
PE;27
BA;93
RS;70
SP;150
RJ;11
MG;417
RJ;70
SP;120
MG;114
MG;30
MG;45
RN;62
ES;320
RR;4
AC;88
SP;21
PA;17
MG;320
PR;29
PE;8
RS;300
RN;60
SP;90
SP;46
GO;109
SP;47
PB;30
RJ;28
RJ;32
TO;32
MS;18
CE;21
ES;29
RS;10
AM;30
SP;34
MG;20
SP;33
PE;60
RJ;258
MG;80
RS;8
RJ;476
BA;40
MA;6
AM;28
PI;8
MG;278
PA;23
MG;62
AL;270
RS;500
RS;180
RS;50
MG;40
AM;18
MG;30
SC;22
PR;60
PR;67
CE;12
AM;6
MS;33
MG;56
CE;10
SC;62
BA;30
AM;6
RS;10
SP;120
RJ;25
ES;113
MG;7
SC;285
SP;50
CE;36
AL;46
MG;52
SC;100
AL;18
MA;285
RN;204
SP;23
MG;59
MG;42
AL;21
RN;24
TO;97
TO;49
TO;22
PA;60
GO;30
RJ;23
GO;45
CE;40
CE;40
RJ;10
PA;205
SC;8
CE;17
MS;67
MG;80
MG;109
MG;104
MG;137
SP;36
MG;150
RJ;18
MG;40
MG;60
MG;663
RJ;36
RN;35
RJ;36
MG;110
MG;9
MG;20
SP;23
SC;40
SC;90
SC;5
SC;350
AL;47
PI;33
PR;360
AM;22
RJ;132
RJ;52
RJ;32
RN;90
MT;12
MA;110
SP;216
RS;14
SC;33
PA;12
BA;16
BA;18
SP;220
BA;100
ES;182
RJ;20
PI;25
RJ;60
MG;13
PA;120
GO;60
SC;22
MG;18
BA;64
BA;63
MG;95
ES;35
RJ;12
MG;9
SP;166
AL;44
BA;16
SP;20
RJ;16
BA;11
RJ;31
MG;93
SC;38
SP;90
CE;12
SC;70
MG;21
SP;66
MG;14
SC;13
PR;146
MA;700
RS;72
MG;4
RJ;36
RJ;28
RJ;36
SC;52
MG;57
BA;57
SC;443
SP;27
MT;8
PA;52
MA;21
SC;60
RJ;24
SP;2
SP;16
PI;180
CE;80
SP;291
SP;63
PA;62
CE;98
BA;27
PA;182
RN;104
RS;135
MA;48
SP;16
SP;8
PR;86
SP;150
MG;32
MG;50
SC;35
MG;54
SC;62
SP;55
SP;56
SC;22
RJ;36
MG;106
SC;90
PR;75
PA;22
BA;7
RS;20
RJ;27
RJ;8
CE;38
CE;26
RJ;30
SP;60
RJ;17
SC;23
BA;50
SP;32
PR;46
DF;60
DF;720
SC;100
DF;6
MG;6
SC;24
GO;12
BA;37
PA;30
AL;21
MA;60
AL;14
BA;21
SP;60
PA;15
MG;13
AM;336
RJ;32
MT;24
SC;672
RJ;70
SC;30
RJ;240
BA;44
SP;15
PB;30
PB;241
RS;18
AL;28
RJ;40
AL;12
SP;78
GO;24
MA;32
MA;24
SC;26
RN;27
GO;20
BA;95
GO;10
CE;12
SC;29
SP;13
RJ;19
RJ;50
SP;167
PA;9
MT;24
PA;50
BA;50
GO;24
MG;36
CE;18
MT;190
AL;40
RJ;64
BA;41
PE;244
PA;70
AL;46
MG;104
PI;15
MG;20
MG;13
GO;30
CE;43
AM;60
MG;20
PB;47
MS;83
SC;20
RN;34
SP;35
SP;6
RJ;34
SP;31
MT;50
BA;13
PE;24
SP;15
MA;12
SP;24
PB;107
PB;144
RJ;45
RJ;31
SC;55
SC;55
SP;40
BA;130
PE;45
RJ;5
BA;24
PR;25
RJ;16
BA;53
SC;36
MG;8
RJ;28
PA;40
AL;16
SC;23
RJ;7
CE;19
TO;112
RJ;14
SE;50
MG;35
SP;56
RJ;20
SP;26
SC;12
PE;78
BA;64
RJ;50
SP;7
SP;69
SC;26
MA;220
GO;12
SP;38
CE;20
GO;24
MG;54
PA;72
SP;20
RS;10
GO;100
MG;1
RS;30
PI;35
PE;29
AL;28
SP;156
PA;30
PA;411
SP;175
RJ;60
RS;10
MT;100
PE;410
PE;410
GO;7
SP;16
AL;12
RO;19
AM;37
MT;65
GO;16
RS;80
SP;22
PB;126
GO;93
SP;18
PE;26
MG;57
AL;22
PB;32
MS;80
MS;40
MG;46
RJ;30
PR;52
AM;45
RJ;44
SP;18
MS;47
SC;20
RS;12
MG;230
MG;36
AM;23
PA;42
RN;40
MG;720
RJ;26
GO;30
GO;16
SC;144
RJ;48
SP;42
PI;30
SC;190
MG;40
GO;88
RJ;44
SC;32
SC;30
TO;64
SP;14
SP;17
SP;6
GO;12
PR;19
SP;49
GO;303
SP;50
MS;48
TO;120
TO;40
GO;18
GO;6
GO;26
SP;2
SC;34
PA;160
RJ;839
GO;10
RJ;68
MG;6
GO;291
GO;140
PE;20
SP;19
ES;100
ES;41
ES;96
MT;23
RS;40
BA;18
MG;20
CE;62
SC;27
CE;18
MG;12
MG;25
RJ;70
ES;40
RJ;20
MG;30
TO;6
ES;152
ES;328
PE;40
SP;90
SP;200
PB;15
PE;56
RJ;50
GO;6
MG;63
MT;12
SC;7
ES;251
MG;78
RR;15
RN;20
MG;15
AM;24
MA;37
MG;88
MA;4
GO;25
SC;50
RN;59
MG;12
RJ;50
MA;44
RS;178
MG;5
MG;75
PB;34
PI;8
SP;228
RJ;150
PB;26
SC;8
MG;54
MT;14
GO;51
MA;54
MG;1
PE;18
RJ;61
MG;31
RS;8
SP;44
GO;20
MG;25
AL;49
SP;44
RS;24
RN;60
RJ;22
MS;137
SP;270
SP;41
MA;9
RJ;31
CE;39
PR;120
SC;141
SC;327
RO;262
SP;301
SP;160
SP;223
SC;187
PR;154
PR;216
PR;134
AL;200
PR;170
PR;174
PB;160
MG;22
PR;130
RJ;100
RJ;140
SP;9
SP;21
SC;7
RN;14
PR;162
GO;31
RS;40
AM;58
PR;50
MG;4
SP;10
MG;15
RJ;222
RS;15
GO;1932
RR;2
SP;32
RR;30
MG;20
RO;60
MA;12
MG;347
RJ;50
RN;48
RN;36
BA;25
RS;50
ES;50
MT;26
RJ;18
MG;200
ES;505
RS;15
PE;22
SC;25
MT;20
MA;39
ES;160
BA;30
MA;35
BA;45
RS;150
BA;22
SC;14
MT;22
ES;55
BA;7
PE;38
CE;13
RJ;30
BA;68
SP;254
AM;36
CE;6
MT;6
SC;16
RS;336
PE;11
MS;70
ES;60
BA;50
SP;176
MT;21
CE;30
MG;208
GO;18
AL;30
MG;20
PE;52
SP;54
AM;32
AL;7
MS;43
RJ;20
TO;16
GO;17
AL;36
CE;23
PI;48
CE;40
CE;20
MG;25
TO;16
PA;115
AL;28
SP;6
RO;18
RJ;48
SP;67
PA;14
SP;167
SP;165
PA;116
RJ;56
RJ;155
RJ;23
RJ;88
SC;42
RJ;52
RJ;58
RN;18
MA;596
PR;36
SC;8
AL;18
MG;10
SP;44
SP;28
CE;55
TO;16
AM;16
PA;165
BA;60
TO;50
PB;115
RJ;34
AL;12
MG;33
AL;81
SP;147
RJ;16
MA;21
RN;33
BA;14
BA;50
AL;89
PE;74
BA;90
SC;313
RJ;55
RJ;172
RJ;30
SP;105
TO;36
MG;23
RJ;52
TO;26
MA;12
RJ;89
RR;5
SP;45
RJ;200
RN;12
AL;200
RJ;48
RJ;144
BA;33
SP;35
SP;20
PE;60
GO;126
CE;44
RJ;76
ES;56
MG;40
PR;41
AM;16
MG;6
BA;49
CE;72
RJ;47
RJ;35
CE;52
CE;22
SP;165
MA;10
SE;224
PE;34
PB;35
TO;20
MG;30
GO;16
ES;80
MA;50
ES;64
RJ;20
PE;2
BA;42
SP;78
MG;45
SP;8
SP;12
BA;30
SC;24
PA;15
PA;25
CE;70
AM;36
AL;20
PE;21
CE;38
RJ;223
CE;13
SP;30
SP;111
PE;32
RJ;396
BA;250
SP;64
AM;40
GO;7
PR;20
CE;28
SP;20
CE;16
CE;18
MS;46
MA;5
RJ;25
MG;43
MS;58
GO;4560
SP;4560
RJ;137
MG;15
SE;24
BA;28
PE;15
SC;8
MA;155
AM;21
GO;26
SP;90
SP;10
MA;29
CE;22
CE;24
SP;120
RJ;50
PE;61
SC;170
MG;8
BA;28
ES;18
MA;10
GO;15
ES;18
BA;24
RJ;53
RJ;112
BA;33
MT;32
GO;20
GO;22
CE;10
SP;23
SP;72
MG;29
RN;17
CE;44
ES;24
MG;9
PE;146
BA;33
SP;60
RJ;156
SP;10
SC;130
SC;128
RJ;54
RJ;140
PA;20
RJ;30
RJ;202
BA;71
PB;42
GO;8
RJ;30
PA;32
RJ;40
MS;45
RJ;48
GO;23
RJ;36
PR;101
PE;420
BA;92
SP;85
RJ;40
TO;7
PR;150
PR;38
SC;157
SP;35
MG;18
CE;184
MT;27
RJ;5
SP;22
GO;132
SC;25
MG;18
MA;80
SP;35
PI;50
RJ;12
BA;40
BA;50
ES;67
PE;70
GO;62
SC;40
RJ;45
RS;30
SP;96
PA;16
RS;4
BA;31
ES;24
RJ;20
RS;12
BA;291
SP;36
PR;53
SP;33
SC;5
RN;25
SP;490
GO;32
SP;27
BA;46
GO;42
SP;19
BA;16
RS;9
RJ;46
TO;30
MG;16
RR;21
RS;32
PR;49
GO;40
SE;64
BA;150
GO;30
RN;40
RJ;7
TO;23
RJ;15
SC;14
SP;11
RJ;8
BA;20
RJ;12
RJ;192
RJ;50
BA;36
BA;78
RJ;48
BA;27
SC;17
TO;21
AM;52
BA;25
CE;114
BA;48
RJ;40
AM;51
SP;86
RJ;20
SP;42
AM;21
RJ;88
RJ;50
AM;20
SC;129
RJ;43
PA;23
MG;18
RS;16
MG;30
ES;38
GO;174
RJ;58
AM;30
MT;28
SP;45
PR;14
SP;83
ES;80
PI;31
RN;32
ES;24
GO;18
RS;8
PE;36
MA;432
SC;10
TO;12
RN;100
RJ;55
RJ;20
ES;12
MS;55
SP;14
RJ;80
MG;21
SP;60
PR;33
GO;30
BA;50
MA;13
MG;3
MG;16
ES;70
MG;5
SP;10
RJ;20
RJ;500
ES;120
PR;88
BA;70
PA;579
RS;110
SP;20
RN;60
PR;28
PE;16
RJ;22
RJ;72
PA;345
RJ;113
RJ;80
SP;8
SP;238
RJ;50
SP;40
SC;3
RJ;163
SC;48
RJ;163
RJ;50
SP;90
RN;7
RJ;32
RN;116
RN;80
AL;40
GO;20
SP;20
AM;18
RJ;50
PE;11
RJ;12
SC;160
RJ;8
MG;66
RS;27
BA;30
PR;56
CE;63
RJ;80
RN;30
PE;50
SC;14
SP;183
RJ;64
MG;14
RJ;6
RJ;40
RJ;20
MA;10
MG;14
AM;12
SP;39
RO;16
SP;110
RJ;50
PR;21
AL;14
SP;210
PE;23
BA;10
MG;12
MG;30
MT;48
MG;34
SP;48
MG;174
MA;15
SP;289
RJ;15
MG;14
RJ;384
MS;20
AM;78
SP;210
SC;152
SP;65
CE;58
RJ;10
BA;46
BA;97
SP;25
BA;9
SP;165
GO;9
RJ;34
RS;120
BA;65
RO;40
RJ;52
AL;28
RJ;14
GO;12
RJ;45
PB;37
PR;256
RJ;58
RJ;6
SP;33
RJ;20
RO;100
PE;2
MG;278
RJ;20
MG;8
SC;10
PR;40
SC;27
RJ;60
SP;13
PR;25
SC;42
ES;30
RJ;8
RJ;51
BA;60
PB;15
TO;20
BA;14
MG;9
MG;28
RN;47
RJ;211
SP;18
CE;24
AL;28
PB;35
RJ;60
SP;32
RJ;300
RJ;3
SP;14
MA;36
RJ;21
RJ;72
SC;24
SP;22
PR;22
CE;16
CE;16
AL;7
RJ;4
MG;57
MG;33
RJ;21
RS;13
RS;45
SC;60
RJ;70
CE;14
RJ;29
BA;27
RJ;130
PR;40
BA;20
RO;48
ES;14
PE;10
MA;12
SP;47
MA;10
SP;150
MS;31
RJ;50
RJ;50
MG;24
SP;58
PA;72
TO;144
SP;30
RJ;72
RJ;18
SP;126
SC;90
BA;408
BA;14
RN;50
PB;14
PR;28
AL;29
RJ;60
PB;70
BA;40
RJ;36
TO;20
RJ;56
PB;20
RS;80
MT;50
RJ;252
MS;40
SP;118
RN;26
SP;14
CE;50
SP;16
MS;16
RJ;51
RS;47
RS;20
AP;13
RJ;22
RJ;110
SP;30
MG;5
SP;20
RJ;54
SP;28
SC;57
ES;236
PR;23
RJ;734
MA;20
RJ;80
SC;80
SC;8
BA;32
RJ;52
RJ;50
RJ;56
RJ;52
RJ;50
RJ;52
RJ;52
RJ;52
RJ;150
RJ;50
RJ;304
AL;3
RJ;40
PE;36
PR;30
RJ;53
MT;40
SC;6
SP;50
RJ;174
RJ;159
BA;60
RJ;50
MG;24
SC;90
SP;30
SP;10
RJ;4
SP;24
SP;7
BA;20
PE;15
SP;20
MA;28
SP;42
MG;16
MA;10
GO;16
SP;30
PR;96
RJ;42
RN;50
SP;38
MG;35
AL;44
MG;14
MG;10
RS;37
RJ;80
SE;12
RJ;50
RJ;40
SP;59
RJ;23
RJ;57
RJ;54
CE;83
RJ;90
RJ;29
RN;27
AM;17
RJ;74
CE;8
RO;70
SP;320
SP;55
GO;1040
BA;15
RJ;548
AL;32
CE;20
AL;23
PE;25
RJ;18
MG;16
PE;90
AL;21
BA;16
MG;212
SC;16
SC;16
PI;78
MT;30
SC;100
SC;11
RJ;50
RJ;67
CE;21
BA;10
BA;121
RJ;422
RJ;12
SP;14
SP;334
RJ;70
SP;72
MA;28
PB;31
RJ;52
RJ;50
RJ;77
MS;34
RJ;38
PA;30
RJ;46
CE;158
