UF;Leitos
CE;68
PE;68
PB;68
PE;68
BA;68
PE;68
CE;68
MT;68
CE;68
PE;68
GO;68
GO;68
MT;68
ES;68
RJ;68
SP;68
RJ;68
MG;68
SP;68
ES;68
RJ;68
RJ;68
RJ;68
AM;68
RN;68
PR;68
PR;68
MA;68
SP;68
TO;68
AC;68
MG;68
CE;68
RO;68
PR;68
PA;68
PA;68
PR;68
SP;68
SP;68
BA;68
PA;68
BA;68
PE;68
SP;68
MT;68
RS;68
SP;68
CE;68
AL;68
SP;68
MG;68
SC;68
SP;68
BA;67
AL;67
MT;67
AL;67
GO;67
MT;67
MT;67
AP;67
PR;67
SP;67
RJ;67
MG;67
PA;67
ES;67
RJ;67
SP;67
SC;67
RJ;67
RJ;67
MT;67
GO;67
BA;67
GO;67
BA;67
GO;67
RJ;67
RJ;67
SP;67
RJ;67
RS;67
RS;67
PE;66
AL;66
PE;66
AL;66
BA;66
SE;66
BA;66
BA;66
PB;66
CE;66
SP;66
MS;66
RJ;66
RJ;66
SP;66
AP;66
MG;66
ES;66
RJ;66
SC;66
MS;66
SP;66
RS;66
BA;66
GO;66
AM;66
RS;66
RO;66
PE;66
SP;66
RS;66
MG;66
AM;66
RJ;66
RS;66
MG;66
GO;66
MA;66
SP;66
BA;66
ES;66
MG;66
MG;66
SP;66
RJ;66
TO;66
SP;66
BA;66
SP;66
PB;66
MG;66
MG;66
RJ;66
ES;66
BA;66
RS;66
SP;66
SP;66
BA;66
RN;66
CE;66
RN;66
BA;66
PB;66
BA;65
BA;65
BA;65
AL;65
CE;65
MA;65
BA;65
CE;65
PE;65
BA;65
BA;65
RN;65
PI;65
BA;65
MG;65
SP;65
MT;65
MG;65
RJ;65
SP;65
SP;65
TO;65
SC;65
SP;65
RS;65
PR;65
MG;65
SP;65
RJ;65
PA;65
TO;65
RJ;65
RS;65
TO;65
RS;65
PR;65
RS;65
SC;65
RJ;65
PR;65
SP;65
SP;65
MG;65
SC;65
PR;65
GO;65
SC;65
BA;65
BA;65
MT;65
PR;65
PR;65
PA;65
SP;65
SP;65
MG;65
BA;65
MG;65
BA;65
PE;65
RJ;65
GO;65
SC;65
SP;65
CE;65
BA;65
SP;65
AL;65
PA;65
MG;65
ES;65
BA;65
SP;65
PR;65
MG;65
BA;65
CE;64
AL;64
PB;64
BA;64
PB;64
PE;64
MA;64
CE;64
CE;64
BA;64
BA;64
BA;64
MS;64
GO;64
AL;64
MA;64
RN;64
MS;64
SP;64
GO;64
MT;64
SP;64
MG;64
MG;64
RJ;64
SP;64
MG;64
TO;64
AM;64
RJ;64
SP;64
ES;64
RJ;64
MG;64
GO;64
RN;64
GO;64
BA;64
CE;64
SP;64
SP;64
SC;64
ES;64
RJ;64
PA;64
RS;64
BA;64
SP;64
MG;64
RJ;64
BA;64
BA;64
SC;64
SC;64
RJ;64
RJ;64
SC;64
SC;64
BA;64
SC;64
SP;64
RN;64
SP;64
AL;64
PE;64
SP;64
SP;64
MA;64
RJ;64
CE;64
SP;64
SC;64
SP;64
SC;64
SP;64
BA;64
AL;64
MG;64
SP;64
PR;64
CE;64
PA;64
RJ;64
TO;64
MG;64
SP;64
PR;64
MG;64
SP;64
PE;64
MG;64
RJ;64
CE;64
MA;63
PE;63
CE;63
MS;63
GO;63
GO;63
AL;63
PE;63
BA;63
MT;63
RJ;63
RN;63
GO;63
ES;63
SP;63
SP;63
SP;63
SP;63
MG;63
SP;63
SC;63
RJ;63
AC;63
RJ;63
PR;63
RJ;63
PB;63
SC;63
SP;63
MG;63
MG;63
SE;63
BA;63
TO;63
RO;63
RJ;63
MG;63
MG;63
TO;63
ES;63
PA;63
MG;63
CE;62
PB;62
CE;62
MS;62
MS;62
PB;62
MA;62
ES;62
ES;62
RJ;62
GO;62
RJ;62
MS;62
ES;62
SP;62
PR;62
SC;62
GO;62
SP;62
ES;62
AM;62
SC;62
GO;62
PA;62
SP;62
PR;62
MT;62
RS;62
SP;62
SP;62
MT;62
RS;62
RS;62
RS;62
RJ;62
ES;62
BA;62
RJ;62
PR;62
SP;62
PR;62
AL;62
RJ;62
BA;62
PR;62
BA;62
TO;62
GO;62
SP;62
GO;62
GO;62
GO;62
SP;62
MT;62
PR;62
MG;62
SP;62
RJ;62
MG;62
MG;62
TO;62
BA;62
SC;62
MT;62
BA;61
MS;61
MG;61
CE;61
MS;61
MS;61
RJ;61
RJ;61
RJ;61
MG;61
MG;61
ES;61
AC;61
SP;61
RS;61
PR;61
GO;61
GO;61
BA;61
BA;61
PE;61
RJ;61
SC;61
BA;61
SP;61
MG;61
MG;61
SC;61
SC;61
SP;61
BA;61
SP;61
MG;61
PE;61
BA;61
MG;61
DF;60
DF;60
BA;60
BA;60
AL;60
AL;60
MA;60
BA;60
PB;60
BA;60
BA;60
AL;60
PE;60
BA;60
CE;60
PE;60
CE;60
CE;60
BA;60
BA;60
BA;60
BA;60
BA;60
AL;60
RN;60
MT;60
CE;60
MS;60
PB;60
GO;60
PI;60
MS;60
AL;60
CE;60
RN;60
MT;60
MA;60
RJ;60
ES;60
MA;60
RJ;60
RN;60
CE;60
BA;60
MS;60
BA;60
MA;60
SP;60
RJ;60
MG;60
GO;60
SP;60
MG;60
MS;60
MT;60
GO;60
GO;60
SP;60
MG;60
MS;60
RJ;60
ES;60
SP;60
MS;60
SP;60
RJ;60
MG;60
RJ;60
SP;60
RJ;60
MG;60
RJ;60
RJ;60
RJ;60
SP;60
RJ;60
SP;60
RJ;60
RJ;60
SP;60
RJ;60
PA;60
RJ;60
RJ;60
RO;60
RJ;60
TO;60
RJ;60
RJ;60
RS;60
MG;60
SP;60
RS;60
SC;60
PR;60
SP;60
ES;60
PR;60
RS;60
PR;60
PR;60
RJ;60
RJ;60
SP;60
SC;60
PR;60
MG;60
RJ;60
SC;60
MG;60
SP;60
GO;60
RJ;60
PR;60
SP;60
MG;60
SP;60
SC;60
SC;60
SP;60
SP;60
RJ;60
SP;60
ES;60
RJ;60
RR;60
RN;60
RJ;60
SC;60
AM;60
RJ;60
CE;60
GO;60
SP;60
RO;60
AP;60
SP;60
RJ;60
PR;60
RJ;60
SP;60
RJ;60
RS;60
AC;60
PR;60
SC;60
RS;60
ES;60
RS;60
SC;60
PR;60
SP;60
SP;60
ES;60
SP;60
RS;60
RJ;60
AM;60
SC;60
RN;60
MG;60
PR;60
ES;60
GO;60
RS;60
AM;60
SC;60
SC;60
RS;60
PR;60
RS;60
SC;60
GO;60
RS;60
PR;60
SC;60
AM;60
TO;60
SP;60
RN;60
RS;60
PR;60
PE;60
RJ;60
RS;60
RS;60
SP;60
PI;60
RJ;60
PR;60
BA;60
MG;60
BA;60
SP;60
GO;60
DF;60
RS;60
RJ;60
SP;60
PR;60
SP;60
SC;60
SC;60
RN;60
RS;60
MA;60
MG;60
SP;60
BA;60
RN;60
RJ;60
SP;60
MG;60
MG;60
CE;60
RJ;60
SP;60
BA;60
RJ;60
RJ;60
SC;60
SC;60
SP;60
RJ;60
GO;60
SP;60
SC;60
SP;60
PR;60
SP;60
BA;60
RS;60
SP;60
SP;60
SP;60
MS;60
PR;60
SC;60
SC;60
RN;60
SP;60
SP;60
ES;60
RJ;60
RJ;60
BA;60
BA;60
PR;60
RJ;60
MT;60
RO;60
RJ;60
MG;60
MG;60
RS;60
SC;60
RJ;60
SP;60
BA;60
MT;60
CE;60
SC;60
PR;60
RS;60
CE;60
MA;60
MA;60
GO;60
SP;60
GO;60
PI;60
RS;60
CE;60
GO;60
ES;60
AM;60
PE;60
SP;60
RJ;60
BA;60
AL;60
PR;60
RN;60
SP;60
ES;60
RS;60
SP;60
SC;60
MS;60
AL;60
PE;60
MG;60
SP;60
BA;60
SC;60
GO;60
BA;60
SP;60
SP;60
MG;60
SP;60
PR;60
BA;60
AL;60
RJ;60
SC;60
PA;60
SP;60
AL;60
RJ;60
SP;60
AL;60
RN;60
GO;60
RJ;60
RJ;60
BA;60
MA;60
PR;60
SP;60
BA;60
RJ;60
RO;60
MG;60
SP;60
RS;60
RS;60
CE;60
BA;60
SP;60
ES;60
PR;60
PR;60
ES;60
SC;60
MG;60
AP;60
RS;60
SP;60
MG;60
MG;60
GO;60
BA;60
SP;60
RS;60
PR;60
SP;60
MG;60
MS;60
SC;60
RN;60
MS;60
SP;60
SC;60
AM;60
PB;60
RS;60
ES;60
SP;60
MT;60
SP;60
SC;60
RS;60
SP;60
ES;60
PA;60
RJ;60
RN;60
MS;60
RJ;60
PA;60
RJ;60
SC;60
RN;60
BA;60
SP;60
MG;60
AM;60
RJ;60
RJ;60
SC;60
SP;60
SC;60
MG;60
AL;60
SP;60
TO;60
GO;60
RS;60
ES;60
MG;60
MG;60
MA;59
BA;59
BA;59
GO;59
GO;59
RJ;59
ES;59
GO;59
GO;59
SP;59
MG;59
SP;59
ES;59
RJ;59
SP;59
MG;59
BA;59
RJ;59
PA;59
RJ;59
SP;59
CE;59
ES;59
PE;59
MA;59
RN;59
AL;59
ES;59
SC;59
GO;59
RJ;59
RJ;59
AL;59
MT;59
RN;59
TO;59
CE;58
CE;58
RN;58
BA;58
CE;58
RN;58
RN;58
CE;58
CE;58
BA;58
SE;58
AL;58
ES;58
MS;58
GO;58
SP;58
MT;58
RJ;58
RJ;58
RJ;58
SP;58
MG;58
SC;58
PR;58
RJ;58
MG;58
SP;58
RJ;58
MG;58
SP;58
AC;58
RJ;58
SE;58
AC;58
AM;58
AM;58
SC;58
SC;58
RS;58
BA;58
MS;58
AM;58
PR;58
PR;58
AP;58
SC;58
SP;58
RJ;58
RJ;58
SC;58
BA;58
SP;58
RJ;58
SP;58
MG;58
GO;58
SC;58
SP;58
MG;58
SP;58
PR;58
RS;58
SP;58
PE;58
SP;58
BA;58
MT;58
MG;58
RJ;58
SP;58
SP;58
CE;58
RS;58
BA;58
MG;58
PA;58
CE;58
MG;58
SP;58
SP;58
DF;58
PR;58
BA;58
GO;58
MA;57
CE;57
MA;57
CE;57
AL;57
GO;57
MT;57
CE;57
RJ;57
RJ;57
RJ;57
RJ;57
GO;57
RJ;57
SP;57
SP;57
MG;57
MG;57
SC;57
SC;57
AM;57
SP;57
MG;57
SP;57
SP;57
GO;57
GO;57
MG;57
MG;57
AL;57
SC;57
SP;57
RS;57
RJ;57
GO;57
RN;57
PE;57
MG;57
SP;57
ES;57
PA;57
CE;57
SP;57
SP;57
RS;57
PI;57
SC;57
MT;57
MG;57
RN;57
PA;57
MT;57
PA;57
BA;56
CE;56
BA;56
PE;56
PE;56
AL;56
CE;56
CE;56
BA;56
BA;56
AL;56
MS;56
AL;56
MT;56
CE;56
RJ;56
MG;56
MT;56
RJ;56
SP;56
MS;56
GO;56
GO;56
MS;56
RJ;56
SP;56
RJ;56
SP;56
RJ;56
AC;56
RO;56
SC;56
MG;56
RN;56
RJ;56
SP;56
MG;56
SP;56
PA;56
RJ;56
SC;56
RS;56
RN;56
SC;56
BA;56
AM;56
MS;56
PR;56
RS;56
BA;56
AC;56
PR;56
TO;56
PR;56
GO;56
ES;56
PE;56
RJ;56
SP;56
RS;56
PR;56
RJ;56
MG;56
SC;56
RS;56
SC;56
PR;56
SP;56
RJ;56
SC;56
RS;56
BA;56
SP;56
RJ;56
MA;56
RS;56
SP;56
BA;56
RS;56
RS;56
MS;56
RS;56
SP;56
SP;56
CE;56
SP;56
RJ;56
RS;56
RJ;56
GO;56
SC;56
RS;56
BA;56
GO;56
SC;56
MA;56
BA;56
RN;56
RJ;56
SP;56
SP;56
MG;56
MG;56
MG;56
RJ;56
CE;56
BA;56
SP;56
SP;56
SC;56
BA;56
SP;56
AL;56
RS;56
BA;56
ES;56
PR;56
BA;56
RJ;56
PE;56
RJ;56
BA;55
BA;55
PB;55
GO;55
MT;55
GO;55
MG;55
CE;55
MT;55
MS;55
RJ;55
RJ;55
MG;55
RJ;55
PR;55
RS;55
PR;55
SP;55
RJ;55
MG;55
SC;55
MG;55
SP;55
SP;55
PA;55
RJ;55
PE;55
PA;55
RS;55
SC;55
PR;55
PB;55
MA;55
RJ;55
SP;55
BA;55
GO;55
AL;55
BA;55
PR;55
RJ;55
BA;55
BA;55
RJ;55
SP;55
SC;55
BA;55
RS;55
SP;55
SP;55
CE;55
CE;55
PE;55
RS;55
PR;55
GO;55
SP;55
MG;55
RJ;55
PR;55
BA;55
BA;55
RS;55
GO;55
BA;55
ES;55
RJ;55
RJ;55
BA;55
MG;55
ES;55
MT;55
PR;55
RJ;55
SP;55
SP;55
PE;55
SC;55
BA;55
SP;55
RJ;55
SP;55
RJ;55
RS;55
SP;55
SC;55
BA;54
MA;54
BA;54
CE;54
PB;54
PE;54
BA;54
PI;54
MA;54
MA;54
PB;54
BA;54
PB;54
BA;54
GO;54
PE;54
BA;54
GO;54
CE;54
RJ;54
BA;54
MS;54
RJ;54
SP;54
RJ;54
SP;54
GO;54
RJ;54
SP;54
MG;54
MT;54
RJ;54
RJ;54
SP;54
MG;54
SP;54
RJ;54
SC;54
MG;54
PR;54
SC;54
MG;54
RJ;54
MA;54
SP;54
SC;54
GO;54
AM;54
SP;54
RJ;54
AC;54
PA;54
RJ;54
CE;54
AM;54
RJ;54
PR;54
SP;54
RS;54
RS;54
MG;54
PA;54
RS;54
RJ;54
SP;54
AM;54
RJ;54
RS;54
SP;54
PE;54
AL;54
RJ;54
SC;54
PR;54
RJ;54
SP;54
BA;54
RS;54
MG;54
BA;54
BA;54
RS;54
SP;54
SC;54
PR;54
MA;54
SC;54
SP;54
SP;54
PE;54
SP;54
MT;54
BA;54
CE;54
CE;54
AL;54
MG;54
AL;54
RJ;54
SP;54
ES;54
RJ;54
MG;54
SP;54
SP;54
SC;54
BA;54
RS;54
GO;54
SP;54
PR;54
ES;54
SP;54
RJ;54
SP;54
SP;54
SC;54
GO;54
SP;54
SP;54
BA;54
GO;54
RN;54
PR;54
RJ;54
RJ;54
BA;53
PE;53
BA;53
PE;53
GO;53
GO;53
AL;53
AL;53
MA;53
GO;53
RJ;53
ES;53
RJ;53
PR;53
MG;53
SP;53
SP;53
GO;53
RS;53
RJ;53
SP;53
SC;53
MA;53
SP;53
SP;53
MS;53
MS;53
MG;53
MT;53
RJ;53
ES;53
SP;53
TO;53
RO;53
AL;53
CE;53
SP;53
PR;53
RS;53
AM;53
SP;53
RS;53
MG;53
PR;53
SC;53
SP;53
SP;53
BA;53
BA;53
SC;53
RS;53
AL;53
GO;53
BA;52
CE;52
AL;52
BA;52
AL;52
AL;52
BA;52
AL;52
PE;52
CE;52
PI;52
CE;52
CE;52
PB;52
GO;52
RJ;52
RJ;52
RJ;52
SP;52
RJ;52
RJ;52
RJ;52
SP;52
GO;52
RJ;52
AC;52
MG;52
RJ;52
SC;52
PR;52
SP;52
SC;52
RJ;52
RJ;52
PR;52
RJ;52
RJ;52
RJ;52
BA;52
SP;52
RJ;52
SP;52
RJ;52
PR;52
RJ;52
CE;52
MS;52
RJ;52
SP;52
MG;52
SP;52
SP;52
BA;52
RS;52
TO;52
PR;52
PA;52
PR;52
MA;52
SC;52
GO;52
PE;52
MT;52
BA;52
GO;52
GO;52
MG;52
RJ;52
MG;52
MG;52
ES;52
SP;52
MG;52
RS;52
BA;52
SP;52
RS;52
SP;52
BA;52
SP;52
BA;52
SP;52
BA;52
RS;52
SP;52
AL;52
SP;52
BA;52
BA;52
MT;52
PR;52
ES;52
SC;52
RJ;52
MG;52
TO;52
RJ;52
SP;52
PR;52
RJ;52
SP;52
RJ;52
PA;52
SP;52
MT;52
RJ;52
SP;52
PR;52
RN;52
RJ;52
BA;52
SP;52
SP;52
RJ;52
RJ;52
RS;52
PE;52
GO;52
RJ;52
RJ;52
SP;52
SC;52
CE;52
MG;52
MG;52
MS;52
PR;52
MA;52
RJ;52
PE;52
AL;51
BA;51
PE;51
RN;51
PB;51
CE;51
GO;51
GO;51
RJ;51
AL;51
AL;51
GO;51
GO;51
SP;51
MG;51
RJ;51
SP;51
SP;51
SP;51
SP;51
RJ;51
SC;51
RJ;51
SP;51
RS;51
MG;51
CE;51
PA;51
RJ;51
SC;51
SP;51
MG;51
SC;51
GO;51
GO;51
BA;51
AM;51
SC;51
MG;51
RJ;51
GO;51
SP;51
SP;51
PR;51
MA;51
RJ;51
PE;51
SP;51
BA;51
SC;51
RJ;51
RS;51
BA;51
RN;51
BA;51
SP;51
SP;51
SP;51
BA;51
BA;51
SC;51
SC;51
SP;51
RJ;51
AP;51
MG;51
BA;50
PE;50
PE;50
BA;50
AL;50
PI;50
PB;50
AL;50
SE;50
AL;50
SE;50
PE;50
RN;50
RN;50
RN;50
BA;50
CE;50
AL;50
BA;50
MA;50
PB;50
GO;50
GO;50
MS;50
MT;50
GO;50
PE;50
MS;50
MA;50
SE;50
BA;50
PI;50
CE;50
SP;50
SP;50
GO;50
AL;50
CE;50
RJ;50
GO;50
MS;50
GO;50
MT;50
MT;50
MS;50
MS;50
MS;50
BA;50
MG;50
SP;50
MS;50
RJ;50
RJ;50
MG;50
MS;50
GO;50
MG;50
RJ;50
MT;50
ES;50
GO;50
SP;50
RJ;50
RJ;50
SP;50
MG;50
RJ;50
RJ;50
MG;50
SP;50
RJ;50
RJ;50
MS;50
MG;50
SP;50
MG;50
MG;50
ES;50
RJ;50
SP;50
SP;50
SP;50
TO;50
RO;50
RJ;50
MG;50
RJ;50
PA;50
RJ;50
GO;50
RJ;50
SC;50
RJ;50
MG;50
RS;50
RJ;50
RJ;50
SC;50
MG;50
RJ;50
RS;50
RJ;50
SC;50
SP;50
MG;50
RJ;50
RJ;50
RJ;50
RJ;50
RJ;50
RJ;50
RJ;50
SP;50
MG;50
MA;50
RJ;50
RJ;50
RJ;50
AM;50
RJ;50
SP;50
RJ;50
SP;50
SP;50
RJ;50
RJ;50
SP;50
SP;50
MG;50
RJ;50
GO;50
RN;50
PA;50
SC;50
ES;50
RO;50
SP;50
PA;50
PA;50
ES;50
MA;50
PR;50
SP;50
PA;50
RJ;50
AC;50
BA;50
RJ;50
BA;50
SP;50
AM;50
RS;50
PR;50
SC;50
BA;50
RJ;50
BA;50
RJ;50
RJ;50
SE;50
RJ;50
RJ;50
RS;50
MG;50
PA;50
GO;50
SC;50
CE;50
RS;50
AM;50
PR;50
RS;50
RS;50
RJ;50
RS;50
BA;50
RJ;50
MG;50
SC;50
MG;50
MG;50
GO;50
SP;50
SP;50
SP;50
SP;50
RJ;50
RJ;50
MT;50
SC;50
RS;50
AL;50
CE;50
RJ;50
BA;50
SP;50
MG;50
MG;50
SE;50
BA;50
RS;50
RJ;50
BA;50
SP;50
RJ;50
RS;50
CE;50
SP;50
PR;50
RS;50
SP;50
RJ;50
SP;50
RJ;50
RJ;50
RJ;50
RJ;50
RJ;50
PR;50
BA;50
PE;50
RS;50
RJ;50
AL;50
MA;50
SP;50
AL;50
MG;50
RN;50
SP;50
RN;50
BA;50
MG;50
RJ;50
RJ;50
SP;50
ES;50
BA;50
RJ;50
MS;50
RS;50
SP;50
PA;50
RJ;50
RJ;50
CE;50
SP;50
PI;50
SP;50
MS;50
PE;50
RJ;50
GO;50
MT;50
SP;50
GO;50
PA;50
CE;50
BA;50
SP;50
PR;50
SC;50
MG;50
RJ;50
BA;50
AL;50
MG;50
BA;50
RJ;50
TO;50
MG;50
RJ;50
SP;50
PE;50
SP;50
RJ;50
MA;50
RN;50
BA;50
SP;50
SC;50
SP;50
SP;50
GO;50
MG;50
RJ;50
RJ;50
RJ;50
RJ;50
SP;50
PR;50
CE;50
CE;50
CE;50
RS;50
GO;50
PA;50
MG;50
SP;50
RJ;50
MG;50
SP;50
PE;50
MT;50
SP;50
MG;50
MG;50
RJ;50
SP;50
BA;50
GO;50
SP;50
SP;50
RJ;50
RJ;50
RJ;50
CE;50
RR;50
PI;50
RJ;50
SP;50
BA;50
RJ;50
MG;50
RJ;50
GO;50
BA;50
RJ;50
GO;50
MT;50
BA;50
RS;50
BA;50
RJ;50
SC;50
MG;50
PR;50
SP;50
SP;50
MG;50
BA;50
RJ;50
RJ;50
SP;50
RJ;50
RJ;50
RS;50
MG;50
BA;50
RJ;50
BA;50
SP;50
BA;50
SP;50
SC;50
RN;50
SP;50
PR;50
MT;50
AM;50
TO;50
RN;50
SP;50
MT;50
PR;50
CE;50
RN;50
SP;50
SP;50
PE;50
ES;50
GO;50
MG;50
RS;50
CE;50
RO;50
RS;50
BA;50
MG;50
SP;50
MG;50
SC;50
SC;50
RJ;50
PR;50
SP;50
RJ;50
RJ;50
BA;50
PR;50
RN;50
GO;50
PA;50
MG;50
PA;50
CE;50
CE;50
BA;50
MT;50
PA;50
PA;50
RJ;50
PR;50
SP;50
CE;50
GO;50
ES;50
MA;50
SC;50
RS;50
RJ;50
MG;50
MG;50
PE;49
AL;49
BA;49
AL;49
BA;49
CE;49
CE;49
BA;49
SP;49
MG;49
MT;49
GO;49
MG;49
RJ;49
RJ;49
RJ;49
PR;49
RS;49
MS;49
TO;49
SC;49
RS;49
SP;49
SP;49
SP;49
SP;49
MT;49
PR;49
PR;49
SP;49
PR;49
RJ;49
SP;49
MG;49
AL;49
RJ;49
MG;49
GO;49
AM;49
RS;49
GO;49
SP;49
SP;49
SP;49
SP;49
MT;49
RS;49
RJ;49
SP;49
SP;49
BA;49
SP;49
CE;49
PA;49
SC;49
MG;49
RN;48
RN;48
PE;48
BA;48
PE;48
PE;48
BA;48
MA;48
CE;48
CE;48
PE;48
BA;48
PB;48
CE;48
AL;48
PE;48
AL;48
CE;48
CE;48
MA;48
CE;48
BA;48
BA;48
ES;48
MG;48
GO;48
GO;48
MG;48
GO;48
GO;48
MS;48
MT;48
GO;48
GO;48
MG;48
MG;48
SP;48
RJ;48
ES;48
RJ;48
AM;48
PA;48
AM;48
AC;48
RS;48
PR;48
RS;48
RJ;48
RJ;48
SP;48
RJ;48
RS;48
RJ;48
SP;48
SC;48
SP;48
RJ;48
RJ;48
SP;48
SP;48
SP;48
AM;48
RJ;48
AC;48
PA;48
AC;48
AM;48
AM;48
RJ;48
SC;48
MT;48
ES;48
BA;48
RJ;48
SC;48
PR;48
MG;48
MG;48
RJ;48
SP;48
PR;48
RS;48
SC;48
MG;48
PA;48
GO;48
PR;48
RJ;48
MG;48
RJ;48
MS;48
RN;48
GO;48
SP;48
SC;48
BA;48
RS;48
PA;48
RS;48
MG;48
SP;48
BA;48
BA;48
PR;48
RO;48
SP;48
SC;48
SP;48
PR;48
SP;48
PA;48
RJ;48
RJ;48
PR;48
PB;48
GO;48
BA;48
SP;48
SP;48
AL;48
GO;48
GO;48
RN;48
CE;48
SC;48
BA;48
BA;48
MT;48
SP;48
MG;48
AM;48
SC;48
SC;48
SC;48
SP;48
SC;48
CE;48
SC;48
TO;48
MA;48
PE;48
PE;48
AC;48
SP;48
ES;48
GO;48
MG;48
RJ;48
MG;48
SC;48
SC;48
RS;48
BA;48
BA;48
PA;48
SC;48
BA;48
RJ;48
BA;48
SP;48
SP;48
RN;48
PR;48
RS;48
RS;48
CE;48
RJ;48
RJ;48
SP;48
PI;48
CE;48
ES;48
GO;48
BA;48
MT;48
RJ;48
RS;48
MG;48
ES;48
PR;48
SP;48
AL;47
AL;47
MS;47
RJ;47
GO;47
RJ;47
RJ;47
MS;47
RJ;47
SP;47
TO;47
TO;47
SP;47
SP;47
PR;47
PR;47
BA;47
RJ;47
MG;47
GO;47
AM;47
RJ;47
RO;47
PR;47
SP;47
RJ;47
PB;47
RJ;47
GO;47
PR;47
RJ;47
AL;47
RJ;47
SP;47
SP;47
SP;47
SP;47
RN;47
SC;47
PR;47
MG;47
SC;47
RJ;47
BA;47
MS;47
PR;47
GO;47
RS;47
MG;47
SP;47
RJ;47
MG;47
SP;47
RS;47
AM;47
SP;47
PE;46
AL;46
RN;46
PE;46
RN;46
BA;46
GO;46
GO;46
PB;46
MT;46
BA;46
SP;46
SP;46
AL;46
RJ;46
RJ;46
MT;46
MS;46
MT;46
SP;46
RJ;46
MG;46
AC;46
MG;46
SC;46
RJ;46
MG;46
SP;46
RN;46
SP;46
PR;46
GO;46
SC;46
SP;46
SP;46
GO;46
PA;46
BA;46
SP;46
PR;46
PR;46
AC;46
PR;46
SC;46
SC;46
SC;46
RO;46
SP;46
DF;46
SP;46
RJ;46
RS;46
SP;46
AL;46
SP;46
MG;46
SP;46
RS;46
RJ;46
GO;46
BA;46
MS;46
SP;46
MG;46
SP;46
RS;46
RN;46
MG;46
RJ;46
SP;46
PR;46
RJ;46
GO;46
GO;46
CE;46
SP;46
SP;46
RJ;46
BA;46
BA;46
RJ;46
SP;46
MG;46
MG;46
BA;46
GO;46
SP;46
RS;46
GO;46
RJ;46
SP;46
MG;46
PB;46
SC;46
RJ;46
MT;46
MG;46
BA;46
MG;46
SP;46
SC;46
SP;46
AL;45
AL;45
BA;45
RN;45
AL;45
RN;45
RN;45
BA;45
CE;45
PE;45
AL;45
AL;45
PE;45
PB;45
RN;45
PB;45
MG;45
AL;45
PB;45
RJ;45
AL;45
AL;45
GO;45
RJ;45
MS;45
MT;45
GO;45
MG;45
RJ;45
RJ;45
AC;45
RJ;45
AM;45
RJ;45
ES;45
MG;45
AC;45
SP;45
SP;45
SP;45
RJ;45
MT;45
RJ;45
SP;45
SP;45
SP;45
RJ;45
RN;45
AM;45
RO;45
MG;45
RJ;45
AC;45
RJ;45
RO;45
RJ;45
PA;45
PR;45
RJ;45
RS;45
MS;45
SP;45
RS;45
SP;45
SC;45
SP;45
RO;45
PR;45
RS;45
SC;45
AL;45
RS;45
SC;45
SP;45
SP;45
RS;45
MS;45
GO;45
RN;45
BA;45
MA;45
MG;45
CE;45
MG;45
RJ;45
MG;45
SC;45
SP;45
CE;45
SP;45
PI;45
BA;45
SC;45
GO;45
RS;45
SC;45
SC;45
MG;45
RJ;45
BA;45
BA;45
SP;45
BA;45
BA;45
RJ;45
RJ;45
RJ;45
MG;45
RN;45
MG;45
MA;45
SC;45
TO;45
PR;45
BA;45
PE;45
SC;45
PR;45
MT;45
SP;45
MG;45
RJ;45
BA;45
SP;45
SP;45
SP;45
PA;45
PE;45
PE;45
MG;45
MT;45
MT;45
MG;45
RJ;45
MG;45
RS;45
BA;45
BA;45
PE;45
MG;45
PR;45
TO;45
BA;45
BA;45
BA;45
RJ;45
RJ;45
BA;45
SP;45
SP;45
MG;45
BA;45
SC;45
GO;45
RS;45
PA;45
RJ;45
SP;45
PB;45
SP;45
CE;45
MT;45
MT;45
PE;45
SC;45
RN;45
RN;45
RS;45
SP;45
ES;45
SP;45
ES;45
ES;45
MG;45
MG;45
RS;45
GO;45
BA;45
SP;45
MG;45
CE;45
MG;45
SP;45
CE;45
SP;45
AM;45
GO;45
BA;45
GO;45
PR;45
AL;45
RJ;45
GO;45
RJ;45
RJ;45
RJ;45
BA;45
SP;45
MS;45
SP;45
SP;45
BA;44
RN;44
MA;44
AL;44
PB;44
GO;44
CE;44
GO;44
AL;44
RJ;44
CE;44
SP;44
MS;44
PE;44
GO;44
BA;44
GO;44
MG;44
SP;44
SP;44
SP;44
RJ;44
MT;44
SP;44
ES;44
AM;44
AM;44
RO;44
RJ;44
SC;44
SP;44
RJ;44
SP;44
MG;44
MG;44
SP;44
RJ;44
RJ;44
BA;44
SP;44
RJ;44
RJ;44
AC;44
RR;44
PA;44
RJ;44
AC;44
AC;44
AC;44
AM;44
SC;44
SC;44
MA;44
AM;44
MG;44
ES;44
ES;44
RS;44
SP;44
RN;44
PA;44
CE;44
BA;44
GO;44
RS;44
SC;44
MG;44
RJ;44
RJ;44
RJ;44
PR;44
SP;44
BA;44
SC;44
CE;44
SC;44
SP;44
GO;44
MG;44
RJ;44
CE;44
RS;44
SP;44
SP;44
SP;44
MG;44
RS;44
CE;44
SP;44
AM;44
SP;44
PR;44
PR;44
SP;44
CE;44
ES;44
SP;44
MG;44
CE;44
RJ;44
MG;44
MG;44
